probes,Symbols,Probe_ID,logFC,AveExpr,t,P.Value,adj.P.Val,B
212353_at,SULF1,212353_at,-2.295197947,8.834627567,-5.245736794,0.000139997,0.003268294,1.144960687
211340_s_at,MCAM,211340_s_at,2.292725334,8.803769416,6.913890327,8.74e-06,0.000621705,3.897235143
242541_at,ABCA9,242541_at,2.288315402,6.744717288,6.408627489,1.95e-05,0.000990207,3.1068697
223229_at,UBE2T,223229_at,-2.286224705,6.991205605,-4.605058516,0.000449067,0.00690159,-0.015491288
211122_s_at,CXCL11,211122_s_at,-2.285723745,5.352113372,-3.333190091,0.005154046,0.036370348,-2.425690043
236923_x_at,NA,236923_x_at,2.283951357,9.185034467,5.559554488,8.07e-05,0.002272768,1.693662652
209493_at,PDZD2,209493_at,2.281193853,8.788903026,6.937137531,8.44e-06,0.000612352,3.932695753
225847_at,NCEH1,225847_at,-2.280858718,5.800829924,-7.010051861,7.54e-06,0.000578129,4.043405427
219054_at,NPR3,219054_at,2.27795201,8.054440712,4.964971101,0.000231808,0.004518394,0.642714376
226303_at,PGM5,226303_at,2.27729899,6.822960526,8.766597376,6.16e-07,0.000170902,6.485852423
202990_at,PYGL,202990_at,2.274931365,8.628595052,5.11753222,0.00017602,0.003766683,0.916908651
208350_at,CSN1S1,208350_at,2.274298664,4.921374809,4.919434082,0.00025181,0.004778789,0.560296309
210511_s_at,INHBA,210511_s_at,-2.273996645,7.829205577,-7.842537833,2.2e-06,0.000314659,5.253442641
203953_s_at,CLDN3,203953_s_at,-2.273697013,7.232846625,-3.351076524,0.004976834,0.035560428,-2.391531954
232812_at,EMC3,232812_at,2.273610168,6.37579692,5.552736355,8.16e-05,0.002293903,1.681888562
216604_s_at,SLC7A8,216604_s_at,-2.270023675,7.365017633,-6.775746769,1.08e-05,0.000704117,3.684881729
32837_at,AGPAT2,32837_at,2.269817243,9.305441236,6.642023583,1.34e-05,0.000805188,3.47664911
213680_at,KRT6B,213680_at,-2.269617189,8.940400542,-3.137399549,0.007560041,0.047277281,-2.798489397
206214_at,PLA2G7,206214_at,-2.268309451,6.591805214,-4.320676525,0.000765514,0.009970094,-0.545560741
212354_at,SULF1,212354_at,-2.268204396,9.68618141,-5.093238537,0.00018387,0.003859161,0.873448431
238178_at,NA,238178_at,2.267135909,5.097936859,10.44699693,7.69e-08,7.51e-05,8.460473205
200696_s_at,GSN,200696_s_at,2.266376546,11.09780222,8.264953295,1.21e-06,0.000244723,5.830729484
225185_at,MRAS,225185_at,2.26258751,9.2616858,8.560438677,8.11e-07,0.000197303,6.220524792
207071_s_at,ACO1,207071_s_at,2.261419501,8.783123112,5.875001351,4.7e-05,0.001634753,2.231067052
226448_at,FAM89A,226448_at,2.260531975,7.810304869,5.732192303,5.99e-05,0.001903934,1.989562132
236179_at,CDH11,236179_at,-2.260486076,6.193646147,-6.107407725,3.19e-05,0.001334549,2.617683954
218755_at,KIF20A,218755_at,-2.259114747,6.310138488,-5.973616347,3.98e-05,0.001486972,2.396090172
205384_at,FXYD1,205384_at,2.25712436,8.699911021,9.143832466,3.77e-07,0.000153216,6.957672755
215779_s_at,H2BC8,215779_s_at,-2.256986253,5.636720204,-3.536850153,0.003461968,0.027794876,-2.03623304
223836_at,FGFBP2,223836_at,2.255117914,6.003134034,3.888787613,0.00174805,0.01737405,-1.363399956
227943_at,NA,227943_at,-2.25364028,6.46462412,-7.192840143,5.71e-06,0.000506504,4.317548367
202575_at,CRABP2,202575_at,-2.253116502,10.83891633,-7.096804891,6.6e-06,0.000550338,4.174119428
1560698_a_at,TRHDE-AS1,1560698_a_at,2.252135481,5.026957434,6.001697656,3.8e-05,0.001455608,2.442819582
209185_s_at,IRS2,209185_s_at,2.248497806,9.886602579,7.3903073,4.24e-06,0.000440358,4.608303022
211071_s_at,MLLT11,211071_s_at,-2.247796584,7.883101427,-5.507372861,8.83e-05,0.002402503,1.603382726
235228_at,CCDC85A,235228_at,2.247256083,4.767833869,6.958307125,8.16e-06,0.000602396,3.964918552
206714_at,ALOX15B,206714_at,-2.243906999,7.271106441,-2.856590118,0.013078129,0.069173523,-3.327270826
205307_s_at,KMO,205307_s_at,-2.24094199,5.576705507,-4.217319693,0.00093128,0.011282454,-0.740063877
202705_at,CCNB2,202705_at,-2.239907366,6.718646618,-5.583902391,7.74e-05,0.002216929,1.735654324
218792_s_at,BSPRY,218792_s_at,-2.239678185,7.889830896,-6.14677882,2.98e-05,0.001276229,2.682388297
220327_at,VGLL3,220327_at,2.238189109,6.4386313,7.063314169,6.95e-06,0.000560432,4.123787191
204223_at,PRELP,204223_at,2.234425595,8.87406522,6.429374001,1.88e-05,0.000973895,3.140066419
217284_x_at,SERHL2,217284_x_at,-2.23332418,8.042339837,-3.754628991,0.002266232,0.020824577,-1.619547296
209074_s_at,FAM107A,209074_s_at,2.231575518,7.954148386,10.14974342,1.09e-07,8.62e-05,8.134149691
209298_s_at,ITSN1,209298_s_at,2.229964216,8.179098565,5.308367762,0.000125282,0.003027918,1.255561969
205006_s_at,NMT2,205006_s_at,2.228367152,6.844362778,7.437804992,3.96e-06,0.000425751,4.677410189
227230_s_at,CRACD,227230_s_at,-2.227830153,5.438440229,-5.559673376,8.07e-05,0.002272768,1.693867898
203108_at,GPRC5A,203108_at,-2.227429317,8.053231426,-4.061798331,0.001253213,0.013808828,-1.034290732
203304_at,BAMBI,203304_at,-2.223553334,8.53681446,-3.218444453,0.00645146,0.042370398,-2.644461101
204915_s_at,SOX11,204915_s_at,-2.220507842,6.437514063,-2.678430875,0.018471961,0.087824882,-3.65700743
213317_at,CLIC5,213317_at,2.220224823,6.432981568,8.101600804,1.52e-06,0.00027447,5.610325786
218625_at,NRN1,218625_at,2.219327018,7.809741148,7.107748826,6.49e-06,0.000547,4.190531521
243278_at,FOXP2,243278_at,2.217316772,5.027414558,8.331680811,1.11e-06,0.000233576,5.919747583
203453_at,SCNN1A,203453_at,-2.216965564,8.497115634,-3.463488175,0.003995026,0.030544631,-2.176622695
206100_at,CPM,206100_at,2.215820115,8.620231107,4.012611571,0.001377225,0.014786287,-1.127685816
206069_s_at,ACADL,206069_s_at,2.213358018,4.753625066,5.52329106,8.59e-05,0.002365687,1.630964011
204675_at,SRD5A1,204675_at,-2.211735298,7.141419672,-5.476502792,9.32e-05,0.002491395,1.549792134
AFFX-M27830_5_at,NA,AFFX-M27830_5_at,2.211469147,8.95435016,5.693470883,6.4e-05,0.001976849,1.923568241
206043_s_at,ATP2C2,206043_s_at,-2.210588347,6.533021651,-3.788171223,0.002123562,0.019915222,-1.555447165
224579_at,SLC38A1,224579_at,-2.20985107,9.696172737,-5.207978461,0.000149729,0.003403931,1.078024728
219093_at,PID1,219093_at,2.208602755,7.665567119,8.279859053,1.19e-06,0.00024339,5.850665297
208790_s_at,CAVIN1,208790_s_at,2.208092046,7.599747919,7.362879991,4.42e-06,0.000449323,4.568251524
202589_at,TYMS,202589_at,-2.207729992,8.152312826,-5.8813608,4.65e-05,0.001623672,2.241752137
226374_at,CXADR,226374_at,-2.205700895,7.885911322,-3.839120179,0.001924122,0.018525422,-1.458152159
225681_at,CTHRC1,225681_at,-2.200043994,11.00559737,-5.378109702,0.000110778,0.002797598,1.378085937
210356_x_at,MS4A1,210356_x_at,-2.199849734,6.033170316,-3.220273539,0.006428409,0.042300311,-2.640979602
237339_at,LINC00993,237339_at,-2.198699902,7.907346149,-3.333234674,0.005153596,0.036370348,-2.425604919
204179_at,MB,204179_at,-2.192907288,7.64693133,-5.277988811,0.000132207,0.00313597,1.201982111
210652_s_at,TTC39A,210652_s_at,-2.190390048,7.453587162,-4.486178643,0.000560614,0.00804022,-0.236099866
230795_at,NA,230795_at,-2.190299555,9.464746665,-4.813968519,0.000305325,0.005385047,0.368429819
208546_x_at,H2BC9,208546_x_at,-2.189287215,6.268939279,-7.299907951,4.86e-06,0.000465113,4.475889336
211712_s_at,ANXA9,211712_s_at,-2.188901903,6.480748412,-3.713017723,0.002456855,0.021941936,-1.699109514
210678_s_at,AGPAT2,210678_s_at,2.188346264,8.252760452,6.381702018,2.03e-05,0.001018198,3.063690665
239942_at,GNG11,239942_at,2.188146211,5.398339367,8.101940692,1.52e-06,0.00027447,5.610788069
209396_s_at,CHI3L1,209396_s_at,-2.185338842,8.115147113,-3.335123393,0.00513459,0.036289259,-2.421998592
202036_s_at,SFRP1,202036_s_at,2.183734205,7.750425225,4.490968807,0.000555608,0.007993795,-0.227182441
226129_at,FAM83H,226129_at,-2.180608858,7.991721479,-5.534083133,8.43e-05,0.002337007,1.649642834
222067_x_at,H2BC5,222067_x_at,-2.18050932,8.087420921,-5.62315828,7.23e-05,0.002131479,1.803178248
205204_at,NMB,205204_at,2.177816851,8.607915367,6.311979491,2.28e-05,0.001079045,2.951379726
207173_x_at,CDH11,207173_x_at,-2.174822208,10.08838745,-6.328142895,2.22e-05,0.001066273,2.977480469
204044_at,QPRT,204044_at,-2.172049534,7.549868543,-5.736602885,5.95e-05,0.001895133,1.997065392
210761_s_at,GRB7,210761_s_at,-2.17108076,8.119749079,-2.708382832,0.017433478,0.084433999,-3.601968668
229105_at,GPR39,229105_at,-2.167839342,6.847075423,-6.393138905,1.99e-05,0.001002267,3.082044581
210247_at,SYN2,210247_at,2.165665704,5.868914079,9.613637199,2.08e-07,0.0001149,7.521455293
227561_at,DDR2,227561_at,2.165371188,9.436481928,6.873730552,9.31e-06,0.000644889,3.835790328
219789_at,NPR3,219789_at,2.164777938,6.310698253,3.74814,0.002294939,0.020970088,-1.631951628
227899_at,VIT,227899_at,2.162541495,6.731283953,8.58732462,7.82e-07,0.000195239,6.255432799
229125_at,KANK4,229125_at,2.160280618,6.956760563,3.79894618,0.002079697,0.019621649,-1.534863252
228730_s_at,SCRN2,228730_s_at,2.159009042,8.243826063,8.604914378,7.64e-07,0.000194178,6.278220999
242093_at,SYTL5,242093_at,-2.158159774,5.659608723,-3.199932825,0.006689442,0.043525555,-2.679684045
243386_at,CASZ1,243386_at,-2.157373307,6.57040681,-5.915791458,4.39e-05,0.001564783,2.299499051
206825_at,OXTR,206825_at,2.155575299,6.706180917,2.553729737,0.023479172,0.10362639,-3.884151373
208451_s_at,NA,208451_s_at,-2.155507165,9.843906599,-3.611889361,0.002990885,0.025076928,-1.892604453
222496_s_at,RBM47,222496_s_at,-2.154518837,8.771439463,-8.711072998,6.63e-07,0.000178526,6.414920223
1553102_a_at,CCDC69,1553102_a_at,2.153115187,7.151883677,6.332159932,2.2e-05,0.001063229,2.983961179
205794_s_at,NOVA1,205794_s_at,2.151589664,7.2931568,6.880537901,9.21e-06,0.000643907,3.846222255
215043_s_at,NA,215043_s_at,-2.151065703,7.372016236,-3.729434629,0.002379775,0.021506478,-1.667714818
37117_at,NA,37117_at,-2.145695341,8.196476662,-5.325922968,0.000121454,0.002968785,1.286466588
209201_x_at,CXCR4,209201_x_at,-2.144231095,8.107956416,-5.784163499,5.48e-05,0.001799827,2.077795453
1557422_at,NA,1557422_at,2.143593997,5.892087336,6.495042128,1.69e-05,0.000916129,3.244721578
232231_at,RUNX2,232231_at,-2.14219531,8.090874166,-4.184296217,0.000991693,0.011773101,-0.802392126
204962_s_at,CENPA,204962_s_at,-2.141862103,6.321068149,-5.454515679,9.69e-05,0.002555259,1.511540287
203986_at,NA,203986_at,2.14104512,7.553169914,5.909052655,4.44e-05,0.001576712,2.288210479
204476_s_at,PC,204476_s_at,2.14024101,7.715783489,5.924983761,4.32e-05,0.001556185,2.314886855
239273_s_at,MMP28,239273_s_at,2.139360352,5.844734554,6.133774876,3.05e-05,0.001295381,2.661042406
218665_at,FZD4,218665_at,2.138764888,9.357720708,5.708486838,6.24e-05,0.001949206,1.949186122
204623_at,TFF3,204623_at,-2.136480745,8.805226873,-2.397640578,0.03161006,0.127144122,-4.163217597
201631_s_at,IER3,201631_s_at,-2.136157858,10.02641477,-7.849761498,2.17e-06,0.000314659,5.263517525
235141_at,MARVELD2,235141_at,-2.135125408,8.401351118,-4.509238592,0.000536931,0.007801415,-0.193192483
204444_at,KIF11,204444_at,-2.134845107,5.444856534,-4.814285252,0.000305148,0.00538387,0.369008048
1560697_at,TRHDE-AS1,1560697_at,2.133585076,4.552449666,5.69432686,6.39e-05,0.001976849,1.925029453
210517_s_at,AKAP12,210517_s_at,2.1330174,9.791405421,5.811384952,5.24e-05,0.001753854,2.123853133
33323_r_at,SFN,33323_r_at,-2.131024762,9.539622265,-3.416943012,0.004375412,0.032556569,-2.265649288
209087_x_at,MCAM,209087_x_at,2.130332216,9.066590195,6.628019381,1.37e-05,0.000815099,3.454689181
235885_at,P2RY12,235885_at,2.129103385,5.085249117,5.230595342,0.000143818,0.003322036,1.118141892
219787_s_at,ECT2,219787_s_at,-2.128582614,7.131457809,-5.524714086,8.57e-05,0.002361079,1.63342792
210809_s_at,POSTN,210809_s_at,-2.128562078,12.58393769,-5.664314734,6.73e-05,0.002045147,1.873733368
210163_at,CXCL11,210163_at,-2.127449858,4.460217,-2.975446713,0.010374541,0.058841084,-3.104567357
225442_at,DDR2,225442_at,2.126885581,9.457666736,6.52499547,1.61e-05,0.000891273,3.292245718
221874_at,ELAPOR1,221874_at,-2.126519411,7.812888548,-3.081070255,0.008440434,0.050973821,-2.905237587
229030_at,CAPN8,229030_at,-2.124557156,6.411459334,-3.304563504,0.005450938,0.037767799,-2.480330955
218976_at,DNAJC12,218976_at,-2.123997728,7.877441167,-2.963599714,0.010617147,0.059764493,-3.126847342
201195_s_at,SLC7A5,201195_s_at,-2.123448363,6.683943095,-4.997027133,0.000218723,0.004356538,0.700576271
211919_s_at,CXCR4,211919_s_at,-2.121873044,7.885040179,-5.71527223,6.17e-05,0.001933958,1.960751579
219825_at,CYP26B1,219825_at,2.118989491,7.112060037,6.240756083,2.56e-05,0.001158068,2.835905602
220338_at,RALGPS2,220338_at,-2.117939073,6.831905343,-7.264196013,5.12e-06,0.000479786,4.423258238
238969_at,SLC66A1LP,238969_at,2.116285616,5.764602778,6.842684578,9.77e-06,0.000665002,3.78812777
210239_at,IRX5,210239_at,-2.114788209,8.26385929,-4.298392324,0.000798485,0.010265023,-0.587420231
208579_x_at,NA,208579_x_at,-2.114252876,8.560701546,-4.911355534,0.000255541,0.004822824,0.545647795
204679_at,KCNK1,204679_at,-2.109617337,8.184138521,-3.28743492,0.005636721,0.03868303,-2.513007088
219534_x_at,CDKN1C,219534_x_at,2.109127594,7.143327093,8.859477951,5.45e-07,0.00016509,6.603645906
240869_at,KCNB1,240869_at,2.108726952,5.178587108,5.508646851,8.81e-05,0.002402503,1.605591477
205108_s_at,APOB,205108_s_at,2.108148333,4.715561927,4.705401327,0.000372861,0.006121967,0.169533236
200831_s_at,SCD,200831_s_at,2.108095143,10.19424487,3.911022374,0.001674639,0.016911875,-1.321016621
1554062_at,XG,1554062_at,2.107919299,6.760683608,3.351632359,0.004971426,0.035545014,-2.390470265
203764_at,DLGAP5,203764_at,-2.107148059,5.513255301,-5.764216206,5.67e-05,0.001839993,2.04397674
211922_s_at,CAT,211922_s_at,2.105654157,8.903451803,8.234670263,1.26e-06,0.00025053,5.790137067
204146_at,RAD51AP1,204146_at,-2.10479905,6.305155321,-6.379447247,2.04e-05,0.001019123,3.060069915
206201_s_at,MEOX2,206201_s_at,2.103622995,6.883159961,7.229891829,5.4e-06,0.000490911,4.372529734
206632_s_at,APOBEC3B,206632_s_at,-2.099807585,6.280116542,-4.574690524,0.000475179,0.007172945,-0.071704895
208473_s_at,GP2,208473_s_at,-2.098374276,6.295629393,-2.983321462,0.010216321,0.058215463,-3.089748522
212977_at,ACKR3,212977_at,2.093985349,9.610229097,4.586619522,0.00046474,0.007077893,-0.049611573
220751_s_at,FAXDC2,220751_s_at,2.090249366,8.296203459,10.97908063,4.21e-08,5.74e-05,9.021957752
204134_at,PDE2A,204134_at,2.089737527,7.481961472,7.359598956,4.44e-06,0.000450687,4.563453134
241789_at,RBMS3,241789_at,2.087948771,7.482134274,8.094746286,1.54e-06,0.000274539,5.600999656
1552477_a_at,IRF6,1552477_a_at,-2.085846639,7.076533298,-3.226529364,0.006350193,0.041961457,-2.62907061
216080_s_at,FADS3,216080_s_at,2.085595695,7.250660428,6.777476024,1.08e-05,0.000703883,3.68755725
230360_at,GLDN,230360_at,2.084357701,6.976709038,5.261876002,0.000136041,0.003193333,1.17351245
212472_at,MICAL2,212472_at,-2.082205031,7.57727266,-7.382790411,4.29e-06,0.000442786,4.597336914
218468_s_at,GREM1,218468_s_at,-2.081439158,6.795154379,-4.647314479,0.00041518,0.006576083,0.06256165
206110_at,H3C10,206110_at,-2.080855067,5.553942268,-4.123614245,0.00111341,0.01271953,-0.917136499
236256_at,NA,236256_at,-2.080597839,7.05511499,-5.568972497,7.94e-05,0.002251033,1.709915496
230030_at,HS6ST2,230030_at,-2.07972055,5.095669932,-2.510159204,0.025520239,0.10978984,-3.962680441
212701_at,TLN2,212701_at,2.078510757,7.166280024,7.939634437,1.91e-06,0.000302319,5.388267922
236193_at,H2BC4,236193_at,-2.077937509,5.752196196,-2.989785965,0.010088222,0.057712992,-3.077578096
203214_x_at,CDK1,203214_x_at,-2.075363357,6.194994875,-6.027631951,3.64e-05,0.001428741,2.485872777
227794_at,GLYATL1,227794_at,-2.073397572,5.370670421,-6.141597233,3.01e-05,0.001284717,2.673885759
202357_s_at,CFB,202357_s_at,-2.070974395,8.663843582,-3.93838884,0.001588586,0.016285781,-1.268883496
230493_at,SHISA2,230493_at,-2.070821866,6.072161193,-2.258108299,0.041095795,0.152112244,-4.406796747
215465_at,ABCA12,215465_at,-2.068888266,4.929144653,-2.877283405,0.012562025,0.06721095,-3.288636402
209457_at,DUSP5,209457_at,-2.068843406,7.089922368,-5.605411848,7.45e-05,0.002167418,1.772680058
211708_s_at,SCD,211708_s_at,2.06806305,7.569290674,3.84486707,0.001902857,0.018399063,-1.447183498
206208_at,CA4,206208_at,2.067301031,6.395036101,10.16163769,1.07e-07,8.62e-05,8.147386842
221601_s_at,FCMR,221601_s_at,-2.066480626,7.254364141,-4.38213122,0.000681657,0.009222102,-0.430350866
203287_at,LAD1,203287_at,-2.066308606,8.20050606,-4.302661306,0.000792057,0.010199109,-0.579397875
227530_at,AKAP12,227530_at,2.065186779,9.044198081,5.51598261,8.7e-05,0.002385153,1.618305209
1554789_a_at,PDE8B,1554789_a_at,2.062282062,4.90439399,5.512166582,8.76e-05,0.002395704,1.611692538
214624_at,UPK1A,214624_at,-2.061351966,6.503205899,-2.665965322,0.018921687,0.089266409,-3.679861757
204825_at,MELK,204825_at,-2.060113092,7.412846083,-4.349604713,0.000724791,0.009609107,-0.491286201
227492_at,OCLN,227492_at,-2.055467364,8.348035694,-3.861378515,0.001843083,0.018004384,-1.415676594
224762_at,SERINC2,224762_at,-2.05526896,7.495104107,-5.388002901,0.000108867,0.00276595,1.395411869
240655_at,NA,240655_at,-2.053477301,6.95349148,-5.361410082,0.000114084,0.00284797,1.348809055
205608_s_at,ANGPT1,205608_s_at,2.053295222,5.903769682,8.620230044,7.48e-07,0.000192072,6.298030958
214428_x_at,NA,214428_x_at,-2.052900432,9.619025937,-3.568716335,0.003253376,0.026608576,-1.975239382
232035_at,H4C8,232035_at,-2.051941559,6.25805865,-4.116755538,0.001128099,0.012841725,-0.930122394
206102_at,GINS1,206102_at,-2.051701705,6.323187263,-4.915867452,0.00025345,0.004795369,0.553830078
203216_s_at,MYO6,203216_s_at,-2.051223523,9.280169639,-6.007314863,3.76e-05,0.001451997,2.452153066
214710_s_at,CCNB1,214710_s_at,-2.050852757,7.037846648,-5.163079455,0.000162227,0.003581146,0.998180364
1564525_at,GSN,1564525_at,2.05074623,7.522170959,6.74616356,1.14e-05,0.000724804,3.639042109
204482_at,CLDN5,204482_at,2.050502308,8.353828647,9.833574962,1.59e-07,9.83e-05,7.776662961
228191_at,FLVCR1,228191_at,-2.049366283,8.111186696,-5.382995001,0.00010983,0.002784118,1.386643251
225835_at,SLC12A2,225835_at,-2.047995596,9.473842971,-3.237121236,0.006219927,0.041373868,-2.60890171
217871_s_at,MIF,217871_s_at,-2.046622128,11.81946197,-8.348152033,1.08e-06,0.000231036,5.941631283
1557938_s_at,CAVIN1,1557938_s_at,2.045602318,8.428277292,7.797636044,2.34e-06,0.000323945,5.190657392
213182_x_at,CDKN1C,213182_x_at,2.041804943,7.225614677,8.068447631,1.59e-06,0.000276612,5.565159798
203276_at,LMNB1,203276_at,-2.041594911,6.172275205,-7.511412449,3.55e-06,0.000405886,4.783875379
219563_at,SYNE3,219563_at,2.039083735,9.509267724,6.220071342,2.64e-05,0.001188214,2.802228386
202912_at,ADM,202912_at,2.037997204,9.064334234,6.940816035,8.39e-06,0.000611455,3.9382996
235201_at,FOXP2,235201_at,2.03715468,7.04898275,7.667394775,2.83e-06,0.000360194,5.006971356
1558444_at,NA,1558444_at,2.035211619,6.688938549,7.313170282,4.76e-06,0.000462773,4.495388474
226322_at,TMTC1,226322_at,2.033755242,8.314107349,7.626456156,3e-06,0.000366785,4.948747489
212886_at,CCDC69,212886_at,2.033383556,8.253774548,6.096633927,3.24e-05,0.001349313,2.59993775
214404_x_at,SPDEF,214404_x_at,-2.02577152,9.33057502,-7.429926371,4e-06,0.000428909,4.665969248
236359_at,SCN4B,236359_at,2.025677497,7.45446639,8.392081691,1.02e-06,0.00022191,5.99982318
205413_at,MPPED2,205413_at,2.025671701,5.660978058,10.22587996,9.96e-08,8.38e-05,8.218621007
222750_s_at,SRD5A3,222750_s_at,-2.025636747,8.963489477,-5.154718432,0.000164672,0.003611485,0.983282101
222537_s_at,CDC42SE1,222537_s_at,-2.024517895,8.017048095,-8.813757191,5.79e-07,0.000166881,6.545795902
212473_s_at,MICAL2,212473_s_at,-2.024011315,9.617627849,-8.047566699,1.64e-06,0.000278745,5.536637128
225894_at,SYNPO2,225894_at,2.02275973,6.538642084,7.095403909,6.62e-06,0.000550338,4.17201719
1552616_a_at,ACACB,1552616_a_at,2.021203181,6.216593039,4.854245143,0.000283615,0.005136355,0.441862304
204591_at,CHL1,204591_at,2.019008115,7.087219482,5.533476887,8.44e-05,0.002338285,1.648593988
213228_at,PDE8B,213228_at,2.018746549,6.677975447,4.578182531,0.000472098,0.007143367,-0.065235889
209182_s_at,DEPP1,209182_s_at,2.018709353,7.982659797,9.108964355,3.94e-07,0.000153216,6.914789829
220061_at,ACSM5,220061_at,2.017626336,7.23364642,6.902778356,8.9e-06,0.000628413,3.880257351
225102_at,MGLL,225102_at,2.017313825,9.565109397,5.837407996,5.01e-05,0.001705527,2.167781896
218876_at,TPPP3,218876_at,2.016776582,7.611437322,5.481385482,9.24e-05,0.002476302,1.558277485
204951_at,RHOH,204951_at,-2.016606959,7.447198061,-5.940245838,4.21e-05,0.001534934,2.340407923
238964_at,FIGN,238964_at,2.01402138,5.213337049,8.381428901,1.03e-06,0.00022249,5.985734939
205730_s_at,ABLIM3,205730_s_at,2.010714274,7.658651007,6.712001881,1.2e-05,0.00075151,3.585947685
235570_at,RBMS3,235570_at,2.008723263,8.59931433,9.404547556,2.71e-07,0.000133344,7.273726489
201425_at,ALDH2,201425_at,2.008445394,11.16185298,5.798886287,5.35e-05,0.001769235,2.102719294
1553129_at,SVEP1,1553129_at,2.008264835,4.781838708,7.439465722,3.95e-06,0.000425751,4.679820697
229480_at,MAGI2-AS3,229480_at,2.005280371,5.4469741,6.056053043,3.47e-05,0.001390582,2.532940106
208623_s_at,EZR,208623_s_at,-2.005018716,9.734367531,-5.6342457,7.09e-05,0.002105868,1.822209589
219474_at,C3orf52,219474_at,-2.00140429,7.198578109,-4.305291703,0.000788123,0.010174751,-0.574455563
211430_s_at,NA,211430_s_at,-2.001010494,12.24237613,-2.757979279,0.015837766,0.078821215,-3.510461458
